pathogen	strain	composition	shape_np	coating	coating_n	mono_poly	molar_mass	molar_volumes	electronegativities	polarizabilities	size_np	time	references	f(n,c,j,s)obs	concentration	biological_activity
Escherichia coli	ATCC25922	SiO2	Spherical	DMA	Single	Monomer	60.080	13.367	2.927	2.329	98.5	18	Langmuir 2012; 28 (20) 7646–7656	0	MIC (uM)	16644.47
Escherichia coli	ATCC25922	SiO2	Spherical	DMA	Single	Monomer	60.080	13.367	2.927	2.329	98.5	18	Langmuir 2012; 28 (20) 7646–7656	0	MIC (uM)	16644.47
Escherichia coli	ATCC25922	SiO2	Spherical	DMA	Single	Monomer	60.080	13.367	2.927	2.329	98.5	18	Langmuir 2012; 28 (20) 7646–7656	0	MIC (uM)	16644.47
Escherichia coli	ATCC25922	SiO2	Spherical	DMA	Single	Monomer	60.080	13.367	2.927	2.329	98.5	18	Langmuir 2012; 28 (20) 7646–7656	0	MIC (uM)	16644.47
Escherichia coli	ATCC25922	SiO2	Spherical	DMA	Single	Monomer	60.080	13.367	2.927	2.329	98.5	18	Langmuir 2012; 28 (20) 7646–7656	0	MIC (uM)	16644.47
Escherichia coli	ATCC25922	SiO2	Spherical	DMA	Single	Monomer	60.080	13.367	2.927	2.329	98.5	18	Langmuir 2012; 28 (20) 7646–7656	0	MIC (uM)	16644.47
Escherichia coli	ATCC25922	SiO2	Spherical	DMA	Single	Monomer	60.080	13.367	2.927	2.329	98.5	18	Langmuir 2012; 28 (20) 7646–7656	0	MIC (uM)	16644.47
Escherichia coli	ATCC25922	SiO2	Spherical	DMA	Single	Monomer	60.080	13.367	2.927	2.329	98.5	18	Langmuir 2012; 28 (20) 7646–7656	0	MIC (uM)	16644.47
Escherichia coli	ATCC25922	SiO2	Spherical	DMA	Single	Monomer	60.080	13.367	2.927	2.329	98.5	18	Langmuir 2012; 28 (20) 7646–7656	0	MIC (uM)	16644.47
Escherichia coli	ATCC25922	SiO2	Spherical	DMA	Single	Monomer	60.080	13.367	2.927	2.329	98.5	18	Langmuir 2012; 28 (20) 7646–7656	0	MIC (uM)	16644.47
Escherichia coli	ATCC25922	SiO2	Spherical	DMA	Single	Monomer	60.080	13.367	2.927	2.329	98.5	18	Langmuir 2012; 28 (20) 7646–7656	0	MIC (uM)	16644.47
Escherichia coli	ATCC25922	SiO2	Spherical	DMA	Single	Monomer	60.080	13.367	2.927	2.329	98.5	18	Langmuir 2012; 28 (20) 7646–7656	0	MIC (uM)	16644.47
Escherichia coli	ATCC25922	SiO2	Spherical	DMA	Single	Monomer	60.080	13.367	2.927	2.329	98.5	18	Langmuir 2012; 28 (20) 7646–7656	0	MIC (uM)	16644.47
Escherichia coli	ATCC25922	SiO2	Spherical	DMA	Single	Monomer	60.080	13.367	2.927	2.329	98.5	18	Langmuir 2012; 28 (20) 7646–7656	0	MIC (uM)	16644.47
Escherichia coli	ATCC25922	SiO2	Spherical	DMA	Single	Monomer	60.080	13.367	2.927	2.329	98.5	18	Langmuir 2012; 28 (20) 7646–7656	0	MIC (uM)	16644.47
Escherichia coli	ATCC25922	SiO2	Spherical	DMA	Single	Monomer	60.080	13.367	2.927	2.329	98.5	18	Langmuir 2012; 28 (20) 7646–7656	0	MIC (uM)	16644.47
Escherichia coli	ATCC25922	SiO2	Spherical	DMA	Single	Monomer	60.080	13.367	2.927	2.329	98.5	18	Langmuir 2012; 28 (20) 7646–7656	0	MIC (uM)	16644.47
Escherichia coli	ATCC25922	SiO2	Spherical	DMA	Single	Monomer	60.080	13.367	2.927	2.329	98.5	18	Langmuir 2012; 28 (20) 7646–7656	0	MIC (uM)	16644.47
Escherichia coli	ATCC25922	SiO2	Spherical	DMA	Single	Monomer	60.080	13.367	2.927	2.329	98.5	18	Langmuir 2012; 28 (20) 7646–7656	0	MIC (uM)	16644.47
Escherichia coli	ATCC25922	SiO2	Spherical	DMA	Single	Monomer	60.080	13.367	2.927	2.329	98.5	18	Langmuir 2012; 28 (20) 7646–7656	0	MIC (uM)	16644.47
Escherichia coli	ATCC25922	SiO2	Spherical	DMA	Single	Monomer	60.080	13.367	2.927	2.329	98.5	18	Langmuir 2012; 28 (20) 7646–7656	0	MIC (uM)	16644.47
Escherichia coli	ATCC25922	SiO2	Spherical	DMA	Single	Monomer	60.080	13.367	2.927	2.329	98.5	18	Langmuir 2012; 28 (20) 7646–7656	0	MIC (uM)	16644.47
Escherichia coli	ATCC25922	SiO2	Spherical	DMA	Single	Monomer	60.080	13.367	2.927	2.329	98.5	18	Langmuir 2012; 28 (20) 7646–7656	0	MIC (uM)	16644.47
Escherichia coli	ATCC25922	SiO2	Spherical	DMA	Single	Monomer	60.080	13.367	2.927	2.329	98.5	18	Langmuir 2012; 28 (20) 7646–7656	0	MIC (uM)	16644.47
Escherichia coli	ATCC25922	SiO2	Spherical	DMA	Single	Monomer	60.080	13.367	2.927	2.329	98.5	18	Langmuir 2012; 28 (20) 7646–7656	0	MIC (uM)	16644.47
Escherichia coli	ATCC25922	SiO2	Spherical	DMA	Single	Monomer	60.080	13.367	2.927	2.329	34.6	18	Langmuir 2012; 28 (20) 7646–7656	0	MIC (uM)	8322.24
Escherichia coli	ATCC25922	SiO2	Spherical	DMA	Single	Monomer	60.080	13.367	2.927	2.329	34.6	18	Langmuir 2012; 28 (20) 7646–7656	0	MIC (uM)	8322.24
Escherichia coli	ATCC25922	SiO2	Spherical	DMA	Single	Monomer	60.080	13.367	2.927	2.329	34.6	18	Langmuir 2012; 28 (20) 7646–7656	0	MIC (uM)	8322.24
Escherichia coli	ATCC25922	SiO2	Spherical	DMA	Single	Monomer	60.080	13.367	2.927	2.329	34.6	18	Langmuir 2012; 28 (20) 7646–7656	0	MIC (uM)	8322.24
Escherichia coli	ATCC25922	SiO2	Spherical	DMA	Single	Monomer	60.080	13.367	2.927	2.329	34.6	18	Langmuir 2012; 28 (20) 7646–7656	0	MIC (uM)	8322.24
Escherichia coli	ATCC25922	SiO2	Spherical	DMA	Single	Monomer	60.080	13.367	2.927	2.329	34.6	18	Langmuir 2012; 28 (20) 7646–7656	0	MIC (uM)	8322.24
Escherichia coli	ATCC25922	SiO2	Spherical	DMA	Single	Monomer	60.080	13.367	2.927	2.329	34.6	18	Langmuir 2012; 28 (20) 7646–7656	0	MIC (uM)	8322.24
Escherichia coli	ATCC25922	SiO2	Spherical	DMA	Single	Monomer	60.080	13.367	2.927	2.329	34.6	18	Langmuir 2012; 28 (20) 7646–7656	0	MIC (uM)	8322.24
Escherichia coli	ATCC25922	SiO2	Spherical	DMA	Single	Monomer	60.080	13.367	2.927	2.329	34.6	18	Langmuir 2012; 28 (20) 7646–7656	0	MIC (uM)	8322.24
Escherichia coli	ATCC25922	SiO2	Spherical	DMA	Single	Monomer	60.080	13.367	2.927	2.329	34.6	18	Langmuir 2012; 28 (20) 7646–7656	0	MIC (uM)	8322.24
Escherichia coli	ATCC25922	SiO2	Spherical	DMA	Single	Monomer	60.080	13.367	2.927	2.329	34.6	18	Langmuir 2012; 28 (20) 7646–7656	0	MIC (uM)	8322.24
Escherichia coli	ATCC25922	SiO2	Spherical	DMA	Single	Monomer	60.080	13.367	2.927	2.329	34.6	18	Langmuir 2012; 28 (20) 7646–7656	0	MIC (uM)	8322.24
Escherichia coli	ATCC25922	SiO2	Spherical	DMA	Single	Monomer	60.080	13.367	2.927	2.329	34.6	18	Langmuir 2012; 28 (20) 7646–7656	0	MIC (uM)	8322.24
Escherichia coli	ATCC25922	SiO2	Spherical	DMA	Single	Monomer	60.080	13.367	2.927	2.329	34.6	18	Langmuir 2012; 28 (20) 7646–7656	0	MIC (uM)	8322.24
Escherichia coli	ATCC25922	SiO2	Spherical	DMA	Single	Monomer	60.080	13.367	2.927	2.329	34.6	18	Langmuir 2012; 28 (20) 7646–7656	0	MIC (uM)	8322.24
Escherichia coli	ATCC25922	SiO2	Spherical	DMA	Single	Monomer	60.080	13.367	2.927	2.329	34.6	18	Langmuir 2012; 28 (20) 7646–7656	0	MIC (uM)	8322.24
Escherichia coli	ATCC25922	SiO2	Spherical	DMA	Single	Monomer	60.080	13.367	2.927	2.329	34.6	18	Langmuir 2012; 28 (20) 7646–7656	0	MIC (uM)	8322.24
Escherichia coli	ATCC25922	SiO2	Spherical	DMA	Single	Monomer	60.080	13.367	2.927	2.329	34.6	18	Langmuir 2012; 28 (20) 7646–7656	0	MIC (uM)	8322.24
Escherichia coli	ATCC25922	SiO2	Spherical	DMA	Single	Monomer	60.080	13.367	2.927	2.329	34.6	18	Langmuir 2012; 28 (20) 7646–7656	0	MIC (uM)	8322.24
Escherichia coli	ATCC25922	SiO2	Spherical	DMA	Single	Monomer	60.080	13.367	2.927	2.329	34.6	18	Langmuir 2012; 28 (20) 7646–7656	0	MIC (uM)	8322.24
Escherichia coli	ATCC25922	SiO2	Spherical	DMA	Single	Monomer	60.080	13.367	2.927	2.329	34.6	18	Langmuir 2012; 28 (20) 7646–7656	0	MIC (uM)	8322.24
Escherichia coli	ATCC25922	SiO2	Spherical	DMA	Single	Monomer	60.080	13.367	2.927	2.329	34.6	18	Langmuir 2012; 28 (20) 7646–7656	0	MIC (uM)	8322.24
Escherichia coli	ATCC25922	SiO2	Spherical	DMA	Single	Monomer	60.080	13.367	2.927	2.329	34.6	18	Langmuir 2012; 28 (20) 7646–7656	0	MIC (uM)	8322.24
Pseudomonas aeruginosa	ATCC9027	ZnO	Acicular	N/A	None	None	81.408	11.600	2.545	3.597	25	24	Nanomedicine 2011; 7 (2) 184-192	0	MIC (uM)	6141.90
Pseudomonas aeruginosa	ATCC9027	ZnO	Acicular	N/A	None	None	81.408	11.600	2.545	3.597	25	24	Nanomedicine 2011; 7 (2) 184-192	0	MIC (uM)	6141.90
Pseudomonas aeruginosa	ATCC9027	ZnO	Acicular	N/A	None	None	81.408	11.600	2.545	3.597	25	24	Nanomedicine 2011; 7 (2) 184-192	0	MIC (uM)	6141.90
Pseudomonas aeruginosa	ATCC9027	ZnO	Acicular	N/A	None	None	81.408	11.600	2.545	3.597	25	24	Nanomedicine 2011; 7 (2) 184-192	0	MIC (uM)	6141.90
Pseudomonas aeruginosa	ATCC9027	ZnO	Acicular	N/A	None	None	81.408	11.600	2.545	3.597	25	24	Nanomedicine 2011; 7 (2) 184-192	0	MIC (uM)	6141.90
Pseudomonas aeruginosa	ATCC9027	ZnO	Acicular	N/A	None	None	81.408	11.600	2.545	3.597	25	24	Nanomedicine 2011; 7 (2) 184-192	0	MIC (uM)	6141.90
Pseudomonas aeruginosa	ATCC9027	ZnO	Acicular	N/A	None	None	81.408	11.600	2.545	3.597	25	24	Nanomedicine 2011; 7 (2) 184-192	0	MIC (uM)	6141.90
Pseudomonas aeruginosa	ATCC9027	ZnO	Acicular	N/A	None	None	81.408	11.600	2.545	3.597	25	24	Nanomedicine 2011; 7 (2) 184-192	0	MIC (uM)	6141.90
Pseudomonas aeruginosa	ATCC9027	ZnO	Acicular	N/A	None	None	81.408	11.600	2.545	3.597	25	24	Nanomedicine 2011; 7 (2) 184-192	0	MIC (uM)	6141.90
Pseudomonas aeruginosa	ATCC9027	ZnO	Acicular	N/A	None	None	81.408	11.600	2.545	3.597	25	24	Nanomedicine 2011; 7 (2) 184-192	0	MIC (uM)	6141.90
Pseudomonas aeruginosa	ATCC9027	ZnO	Acicular	N/A	None	None	81.408	11.600	2.545	3.597	25	24	Nanomedicine 2011; 7 (2) 184-192	0	MIC (uM)	6141.90
Pseudomonas aeruginosa	ATCC9027	ZnO	Acicular	N/A	None	None	81.408	11.600	2.545	3.597	25	24	Nanomedicine 2011; 7 (2) 184-192	0	MIC (uM)	6141.90
Pseudomonas aeruginosa	ATCC9027	ZnO	Acicular	N/A	None	None	81.408	11.600	2.545	3.597	25	24	Nanomedicine 2011; 7 (2) 184-192	0	MIC (uM)	6141.90
Pseudomonas aeruginosa	ATCC9027	ZnO	Acicular	N/A	None	None	81.408	11.600	2.545	3.597	25	24	Nanomedicine 2011; 7 (2) 184-192	0	MIC (uM)	6141.90
Pseudomonas aeruginosa	ATCC9027	ZnO	Acicular	N/A	None	None	81.408	11.600	2.545	3.597	25	24	Nanomedicine 2011; 7 (2) 184-192	0	MIC (uM)	6141.90
Pseudomonas aeruginosa	ATCC9027	ZnO	Acicular	N/A	None	None	81.408	11.600	2.545	3.597	25	24	Nanomedicine 2011; 7 (2) 184-192	0	MIC (uM)	6141.90
Escherichia coli	ATCC10536	ZnO	Acicular	N/A	None	None	81.408	11.600	2.545	3.597	25	24	Nanomedicine 2011; 7 (2) 184-192	0	MIC (uM)	6141.90
Escherichia coli	ATCC10536	ZnO	Acicular	N/A	None	None	81.408	11.600	2.545	3.597	25	24	Nanomedicine 2011; 7 (2) 184-192	0	MIC (uM)	6141.90
Escherichia coli	ATCC10536	ZnO	Acicular	N/A	None	None	81.408	11.600	2.545	3.597	25	24	Nanomedicine 2011; 7 (2) 184-192	0	MIC (uM)	6141.90
Escherichia coli	ATCC10536	ZnO	Acicular	N/A	None	None	81.408	11.600	2.545	3.597	25	24	Nanomedicine 2011; 7 (2) 184-192	0	MIC (uM)	6141.90
Escherichia coli	ATCC10536	ZnO	Acicular	N/A	None	None	81.408	11.600	2.545	3.597	25	24	Nanomedicine 2011; 7 (2) 184-192	0	MIC (uM)	6141.90
Escherichia coli	ATCC10536	ZnO	Acicular	N/A	None	None	81.408	11.600	2.545	3.597	25	24	Nanomedicine 2011; 7 (2) 184-192	0	MIC (uM)	6141.90
Escherichia coli	ATCC10536	ZnO	Acicular	N/A	None	None	81.408	11.600	2.545	3.597	25	24	Nanomedicine 2011; 7 (2) 184-192	0	MIC (uM)	6141.90
Escherichia coli	ATCC10536	ZnO	Acicular	N/A	None	None	81.408	11.600	2.545	3.597	25	24	Nanomedicine 2011; 7 (2) 184-192	0	MIC (uM)	6141.90
Escherichia coli	ATCC10536	ZnO	Acicular	N/A	None	None	81.408	11.600	2.545	3.597	25	24	Nanomedicine 2011; 7 (2) 184-192	0	MIC (uM)	6141.90
Escherichia coli	ATCC10536	ZnO	Acicular	N/A	None	None	81.408	11.600	2.545	3.597	25	24	Nanomedicine 2011; 7 (2) 184-192	0	MIC (uM)	6141.90
Escherichia coli	ATCC10536	ZnO	Acicular	N/A	None	None	81.408	11.600	2.545	3.597	25	24	Nanomedicine 2011; 7 (2) 184-192	0	MIC (uM)	6141.90
Escherichia coli	ATCC10536	ZnO	Acicular	N/A	None	None	81.408	11.600	2.545	3.597	25	24	Nanomedicine 2011; 7 (2) 184-192	0	MIC (uM)	6141.90
Escherichia coli	ATCC10536	ZnO	Acicular	N/A	None	None	81.408	11.600	2.545	3.597	25	24	Nanomedicine 2011; 7 (2) 184-192	0	MIC (uM)	6141.90
Escherichia coli	ATCC10536	ZnO	Acicular	N/A	None	None	81.408	11.600	2.545	3.597	25	24	Nanomedicine 2011; 7 (2) 184-192	0	MIC (uM)	6141.90
Escherichia coli	ATCC10536	ZnO	Acicular	N/A	None	None	81.408	11.600	2.545	3.597	25	24	Nanomedicine 2011; 7 (2) 184-192	0	MIC (uM)	6141.90
Escherichia coli	ATCC10536	ZnO	Acicular	N/A	None	None	81.408	11.600	2.545	3.597	25	24	Nanomedicine 2011; 7 (2) 184-192	0	MIC (uM)	6141.90
Escherichia coli	ATCC10536	ZnO	Acicular	N/A	None	None	81.408	11.600	2.545	3.597	25	24	Nanomedicine 2011; 7 (2) 184-192	0	MIC (uM)	6141.90
Escherichia coli	ATCC10536	ZnO	Acicular	N/A	None	None	81.408	11.600	2.545	3.597	25	24	Nanomedicine 2011; 7 (2) 184-192	0	MIC (uM)	6141.90
Escherichia coli	ATCC10536	ZnO	Acicular	N/A	None	None	81.408	11.600	2.545	3.597	25	24	Nanomedicine 2011; 7 (2) 184-192	0	MIC (uM)	6141.90
Escherichia coli	ATCC10536	ZnO	Acicular	N/A	None	None	81.408	11.600	2.545	3.597	25	24	Nanomedicine 2011; 7 (2) 184-192	0	MIC (uM)	6141.90
Escherichia coli	ATCC10536	ZnO	Acicular	N/A	None	None	81.408	11.600	2.545	3.597	25	24	Nanomedicine 2011; 7 (2) 184-192	0	MIC (uM)	6141.90
Escherichia coli	ATCC10536	ZnO	Acicular	N/A	None	None	81.408	11.600	2.545	3.597	25	24	Nanomedicine 2011; 7 (2) 184-192	0	MIC (uM)	6141.90
Escherichia coli	ATCC8739	Cu	Spherical	N/A	None	None	63.546	7.100	1.950	6.700	9.25	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	4406.26
Escherichia coli	ATCC8739	Cu	Spherical	N/A	None	None	63.546	7.100	1.950	6.700	9.25	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	4406.26
Escherichia coli	ATCC8739	Cu	Spherical	N/A	None	None	63.546	7.100	1.950	6.700	9.25	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	4406.26
Escherichia coli	ATCC8739	Cu	Spherical	N/A	None	None	63.546	7.100	1.950	6.700	9.25	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	4406.26
Escherichia coli	ATCC8739	Cu	Spherical	N/A	None	None	63.546	7.100	1.950	6.700	9.25	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	4406.26
Escherichia coli	ATCC8739	Cu	Spherical	N/A	None	None	63.546	7.100	1.950	6.700	9.25	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	4406.26
Escherichia coli	ATCC8739	Cu	Spherical	N/A	None	None	63.546	7.100	1.950	6.700	9.25	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	4406.26
Escherichia coli	ATCC8739	Cu	Spherical	N/A	None	None	63.546	7.100	1.950	6.700	9.25	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	4406.26
Escherichia coli	ATCC8739	Cu	Spherical	N/A	None	None	63.546	7.100	1.950	6.700	9.25	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	4406.26
Escherichia coli	ATCC8739	Cu	Spherical	N/A	None	None	63.546	7.100	1.950	6.700	9.25	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	4406.26
Escherichia coli	ATCC8739	Cu	Spherical	N/A	None	None	63.546	7.100	1.950	6.700	9.25	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	4406.26
Escherichia coli	ATCC8739	Cu	Spherical	N/A	None	None	63.546	7.100	1.950	6.700	9.25	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	4406.26
Escherichia coli	ATCC8739	Cu	Spherical	N/A	None	None	63.546	7.100	1.950	6.700	9.25	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	4406.26
Escherichia coli	ATCC8739	Cu	Spherical	N/A	None	None	63.546	7.100	1.950	6.700	9.25	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	4406.26
Escherichia coli	ATCC8739	Cu	Spherical	N/A	None	None	63.546	7.100	1.950	6.700	9.25	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	4406.26
Escherichia coli	ATCC8739	Cu	Spherical	N/A	None	None	63.546	7.100	1.950	6.700	9.25	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	4406.26
Escherichia coli	ATCC8739	Cu	Spherical	N/A	None	None	63.546	7.100	1.950	6.700	9.25	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	4406.26
Escherichia coli	ATCC8739	Cu	Spherical	N/A	None	None	63.546	7.100	1.950	6.700	9.25	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	4406.26
Escherichia coli	ATCC10536	Cu	Spherical	N/A	None	None	63.546	7.100	1.950	6.700	9.25	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	3462.06
Escherichia coli	ATCC10536	Cu	Spherical	N/A	None	None	63.546	7.100	1.950	6.700	9.25	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	3462.06
Escherichia coli	ATCC10536	Cu	Spherical	N/A	None	None	63.546	7.100	1.950	6.700	9.25	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	3462.06
Escherichia coli	ATCC10536	Cu	Spherical	N/A	None	None	63.546	7.100	1.950	6.700	9.25	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	3462.06
Escherichia coli	ATCC10536	Cu	Spherical	N/A	None	None	63.546	7.100	1.950	6.700	9.25	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	3462.06
Escherichia coli	ATCC10536	Cu	Spherical	N/A	None	None	63.546	7.100	1.950	6.700	9.25	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	3462.06
Escherichia coli	ATCC10536	Cu	Spherical	N/A	None	None	63.546	7.100	1.950	6.700	9.25	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	3462.06
Escherichia coli	ATCC10536	Cu	Spherical	N/A	None	None	63.546	7.100	1.950	6.700	9.25	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	3462.06
Escherichia coli	ATCC10536	Cu	Spherical	N/A	None	None	63.546	7.100	1.950	6.700	9.25	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	3462.06
Escherichia coli	ATCC10536	Cu	Spherical	N/A	None	None	63.546	7.100	1.950	6.700	9.25	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	3462.06
Escherichia coli	ATCC10536	Cu	Spherical	N/A	None	None	63.546	7.100	1.950	6.700	9.25	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	3462.06
Escherichia coli	ATCC10536	Cu	Spherical	N/A	None	None	63.546	7.100	1.950	6.700	9.25	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	3462.06
Escherichia coli	ATCC10536	Cu	Spherical	N/A	None	None	63.546	7.100	1.950	6.700	9.25	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	3462.06
Escherichia coli	ATCC10536	Cu	Spherical	N/A	None	None	63.546	7.100	1.950	6.700	9.25	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	3462.06
Escherichia coli	ATCC10536	Cu	Spherical	N/A	None	None	63.546	7.100	1.950	6.700	9.25	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	3462.06
Escherichia coli	ATCC10536	Cu	Spherical	N/A	None	None	63.546	7.100	1.950	6.700	9.25	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	3462.06
Escherichia coli	ATCC10536	Cu	Spherical	N/A	None	None	63.546	7.100	1.950	6.700	9.25	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	3462.06
Escherichia coli	ATCC10536	Cu	Spherical	N/A	None	None	63.546	7.100	1.950	6.700	9.25	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	3462.06
Escherichia coli	ATCC10536	Cu	Spherical	N/A	None	None	63.546	7.100	1.950	6.700	9.25	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	3462.06
Escherichia coli	ATCC10536	Cu	Spherical	N/A	None	None	63.546	7.100	1.950	6.700	9.25	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	3462.06
Escherichia coli	ATCC10536	Cu	Spherical	N/A	None	None	63.546	7.100	1.950	6.700	9.25	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	3462.06
Escherichia coli	K-12	Cu	Spherical	N/A	None	None	63.546	7.100	1.950	6.700	9.25	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	3147.33
Escherichia coli	K-12	Cu	Spherical	N/A	None	None	63.546	7.100	1.950	6.700	9.25	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	3147.33
Escherichia coli	K-12	Cu	Spherical	N/A	None	None	63.546	7.100	1.950	6.700	9.25	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	3147.33
Escherichia coli	K-12	Cu	Spherical	N/A	None	None	63.546	7.100	1.950	6.700	9.25	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	3147.33
Escherichia coli	K-12	Cu	Spherical	N/A	None	None	63.546	7.100	1.950	6.700	9.25	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	3147.33
Escherichia coli	K-12	Cu	Spherical	N/A	None	None	63.546	7.100	1.950	6.700	9.25	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	3147.33
Escherichia coli	K-12	Cu	Spherical	N/A	None	None	63.546	7.100	1.950	6.700	9.25	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	3147.33
Escherichia coli	K-12	Cu	Spherical	N/A	None	None	63.546	7.100	1.950	6.700	9.25	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	3147.33
Escherichia coli	K-12	Cu	Spherical	N/A	None	None	63.546	7.100	1.950	6.700	9.25	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	3147.33
Escherichia coli	K-12	Cu	Spherical	N/A	None	None	63.546	7.100	1.950	6.700	9.25	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	3147.33
Escherichia coli	K-12	Cu	Spherical	N/A	None	None	63.546	7.100	1.950	6.700	9.25	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	3147.33
Escherichia coli	K-12	Cu	Spherical	N/A	None	None	63.546	7.100	1.950	6.700	9.25	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	3147.33
Escherichia coli	K-12	Cu	Spherical	N/A	None	None	63.546	7.100	1.950	6.700	9.25	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	3147.33
Escherichia coli	K-12	Cu	Spherical	N/A	None	None	63.546	7.100	1.950	6.700	9.25	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	3147.33
Escherichia coli	K-12	Cu	Spherical	N/A	None	None	63.546	7.100	1.950	6.700	9.25	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	3147.33
Escherichia coli	K-12	Cu	Spherical	N/A	None	None	63.546	7.100	1.950	6.700	9.25	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	3147.33
Escherichia coli	K-12	Cu	Spherical	N/A	None	None	63.546	7.100	1.950	6.700	9.25	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	3147.33
Escherichia coli	K-12	Cu	Spherical	N/A	None	None	63.546	7.100	1.950	6.700	9.25	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	3147.33
Escherichia coli	K-12	Cu	Spherical	N/A	None	None	63.546	7.100	1.950	6.700	9.25	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	3147.33
Staphylococcus aureus	ATCC29213	Cu	Spherical	N/A	None	None	63.546	7.100	1.950	6.700	9.25	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	2203.13
Staphylococcus aureus	ATCC29213	Cu	Spherical	N/A	None	None	63.546	7.100	1.950	6.700	9.25	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	2203.13
Staphylococcus aureus	ATCC29213	Cu	Spherical	N/A	None	None	63.546	7.100	1.950	6.700	9.25	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	2203.13
Staphylococcus aureus	ATCC29213	Cu	Spherical	N/A	None	None	63.546	7.100	1.950	6.700	9.25	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	2203.13
Staphylococcus aureus	ATCC29213	Cu	Spherical	N/A	None	None	63.546	7.100	1.950	6.700	9.25	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	2203.13
Staphylococcus aureus	ATCC29213	Cu	Spherical	N/A	None	None	63.546	7.100	1.950	6.700	9.25	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	2203.13
Staphylococcus aureus	ATCC29213	Cu	Spherical	N/A	None	None	63.546	7.100	1.950	6.700	9.25	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	2203.13
Staphylococcus aureus	ATCC29213	Cu	Spherical	N/A	None	None	63.546	7.100	1.950	6.700	9.25	24	Acta Biomater. 2008; 4 707-716	0	MIC (uM)	2203.13
