pathogen	strain	composition	shape_np	coating	coating_n	mono_poly	molar_mass	molar_volumes	electronegativities	polarizabilities	size_np	time	references	f(n,c,j,s)obs	concentration	biological_activity
Staphylococcus epidermidis	ATCC12228	Au	Spherical	PDT/G	Double	Monomer	196.967	10.200	2.540	6.100	2	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MBC (uM)	162.46
Staphylococcus epidermidis	ATCC12228	Au	Spherical	PDT/G	Double	Monomer	196.967	10.200	2.540	6.100	2	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MBC (uM)	162.46
Staphylococcus epidermidis	ATCC12228	Au	Spherical	PDT/G	Double	Monomer	196.967	10.200	2.540	6.100	2	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MBC (uM)	162.46
Staphylococcus epidermidis	ATCC12228	Au	Spherical	PDT/G	Double	Monomer	196.967	10.200	2.540	6.100	2	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MBC (uM)	162.46
Staphylococcus epidermidis	ATCC12228	Au	Spherical	PDT/G	Double	Monomer	196.967	10.200	2.540	6.100	2	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MBC (uM)	162.46
Staphylococcus epidermidis	ATCC12228	Au	Spherical	PDT/G	Double	Monomer	196.967	10.200	2.540	6.100	2	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MBC (uM)	162.46
Staphylococcus epidermidis	ATCC12228	Au	Spherical	PDT/G	Double	Monomer	196.967	10.200	2.540	6.100	2	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MBC (uM)	162.46
Staphylococcus epidermidis	ATCC12228	Au	Spherical	PDT/CPB	Double	Monomer	196.967	10.200	2.540	6.100	2.2	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MBC (uM)	162.46
Staphylococcus epidermidis	ATCC12228	Au	Spherical	PDT/CPB	Double	Monomer	196.967	10.200	2.540	6.100	2.2	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MBC (uM)	162.46
Staphylococcus epidermidis	ATCC12228	Au	Spherical	PDT/CPB	Double	Monomer	196.967	10.200	2.540	6.100	2.2	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MBC (uM)	162.46
Staphylococcus epidermidis	ATCC12228	Au	Spherical	PDT/CPB	Double	Monomer	196.967	10.200	2.540	6.100	2.2	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MBC (uM)	162.46
Staphylococcus epidermidis	ATCC12228	Au	Spherical	PDT/CPB	Double	Monomer	196.967	10.200	2.540	6.100	2.2	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MBC (uM)	162.46
Staphylococcus epidermidis	ATCC12228	Au	Spherical	PDT/CPB	Double	Monomer	196.967	10.200	2.540	6.100	2.2	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MBC (uM)	162.46
Staphylococcus epidermidis	ATCC12228	Au	Spherical	PDT/CPB	Double	Monomer	196.967	10.200	2.540	6.100	2.2	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MBC (uM)	162.46
Staphylococcus epidermidis	ATCC12228	Au	Spherical	PDT/CPB	Double	Monomer	196.967	10.200	2.540	6.100	2.2	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MBC (uM)	162.46
Staphylococcus epidermidis	ATCC12228	Au	Spherical	PDT/CPB	Double	Monomer	196.967	10.200	2.540	6.100	2.2	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MBC (uM)	162.46
Staphylococcus epidermidis	ATCC12228	Au	Spherical	PDT/CPB	Double	Monomer	196.967	10.200	2.540	6.100	2.2	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MBC (uM)	162.46
Staphylococcus epidermidis	ATCC12228	Au	Spherical	PDT/CQ	Double	Monomer	196.967	10.200	2.540	6.100	2.1	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MBC (uM)	162.46
Staphylococcus epidermidis	ATCC12228	Au	Spherical	PDT/CQ	Double	Monomer	196.967	10.200	2.540	6.100	2.1	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MBC (uM)	162.46
Staphylococcus epidermidis	ATCC12228	Au	Spherical	PDT/CQ	Double	Monomer	196.967	10.200	2.540	6.100	2.1	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MBC (uM)	162.46
Staphylococcus epidermidis	ATCC12228	Au	Spherical	PDT/CQ	Double	Monomer	196.967	10.200	2.540	6.100	2.1	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MBC (uM)	162.46
Staphylococcus epidermidis	ATCC12228	Au	Spherical	PDT/CQ	Double	Monomer	196.967	10.200	2.540	6.100	2.1	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MBC (uM)	162.46
Staphylococcus epidermidis	ATCC12228	Au	Spherical	PDT/CQ	Double	Monomer	196.967	10.200	2.540	6.100	2.1	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MBC (uM)	162.46
Staphylococcus epidermidis	ATCC12228	Au	Spherical	PDT/CQ	Double	Monomer	196.967	10.200	2.540	6.100	2.1	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MBC (uM)	162.46
Staphylococcus epidermidis	ATCC12228	Au	Spherical	PDT/CQ	Double	Monomer	196.967	10.200	2.540	6.100	2.1	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MBC (uM)	162.46
Staphylococcus epidermidis	ATCC12228	Au	Spherical	PDT/CQ	Double	Monomer	196.967	10.200	2.540	6.100	2.1	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MBC (uM)	162.46
Staphylococcus epidermidis	ATCC12228	Au	Spherical	PDT/CQ	Double	Monomer	196.967	10.200	2.540	6.100	2.1	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MBC (uM)	162.46
Pseudomonas aeruginosa	MDR	Au	Spherical	PDT/CQ	Double	Monomer	196.967	10.200	2.540	6.100	2.1	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MBC (uM)	162.46
Pseudomonas aeruginosa	MDR	Au	Spherical	PDT/CQ	Double	Monomer	196.967	10.200	2.540	6.100	2.1	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	1	MBC (uM)	162.46
Pseudomonas aeruginosa	MDR	Au	Spherical	PDT/CQ	Double	Monomer	196.967	10.200	2.540	6.100	2.1	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	1	MBC (uM)	162.46
Pseudomonas aeruginosa	MDR	Au	Spherical	PDT/CQ	Double	Monomer	196.967	10.200	2.540	6.100	2.1	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	1	MBC (uM)	162.46
Pseudomonas aeruginosa	MDR	Au	Spherical	PDT/CQ	Double	Monomer	196.967	10.200	2.540	6.100	2.1	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	1	MBC (uM)	162.46
Pseudomonas aeruginosa	MDR	Au	Spherical	PDT/CQ	Double	Monomer	196.967	10.200	2.540	6.100	2.1	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MBC (uM)	162.46
Pseudomonas aeruginosa	MDR	Au	Spherical	PDT/CQ	Double	Monomer	196.967	10.200	2.540	6.100	2.1	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MBC (uM)	162.46
Pseudomonas aeruginosa	MDR	Au	Spherical	PDT/CQ	Double	Monomer	196.967	10.200	2.540	6.100	2.1	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	1	MBC (uM)	162.46
Pseudomonas aeruginosa	MDR	Au	Spherical	PDT/CQ	Double	Monomer	196.967	10.200	2.540	6.100	2.1	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	1	MBC (uM)	162.46
Pseudomonas aeruginosa	MDR	Au	Spherical	PDT/CQ	Double	Monomer	196.967	10.200	2.540	6.100	2.1	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MBC (uM)	162.46
Pseudomonas aeruginosa	MDR	Au	Spherical	PDT/CQ	Double	Monomer	196.967	10.200	2.540	6.100	2.1	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MBC (uM)	162.46
Pseudomonas aeruginosa	MDR	Au	Spherical	PDT/CQ	Double	Monomer	196.967	10.200	2.540	6.100	2.1	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	1	MBC (uM)	162.46
Pseudomonas aeruginosa	MDR	Au	Spherical	PDT/CQ	Double	Monomer	196.967	10.200	2.540	6.100	2.1	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	1	MBC (uM)	162.46
Pseudomonas aeruginosa	MDR	Au	Spherical	PDT/CQ	Double	Monomer	196.967	10.200	2.540	6.100	2.1	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MBC (uM)	162.46
Pseudomonas aeruginosa	MDR	Au	Spherical	PDT/CQ	Double	Monomer	196.967	10.200	2.540	6.100	2.1	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MBC (uM)	162.46
Pseudomonas aeruginosa	MDR	Au	Spherical	PDT/CQ	Double	Monomer	196.967	10.200	2.540	6.100	2.1	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MBC (uM)	162.46
Pseudomonas aeruginosa	MDR	Au	Spherical	PDT/CQ	Double	Monomer	196.967	10.200	2.540	6.100	2.1	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MBC (uM)	162.46
Pseudomonas aeruginosa	MDR	Au	Spherical	PDT/CQ	Double	Monomer	196.967	10.200	2.540	6.100	2.1	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MBC (uM)	162.46
Pseudomonas aeruginosa	MDR	Au	Spherical	PDT/CQ	Double	Monomer	196.967	10.200	2.540	6.100	2.1	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MBC (uM)	162.46
Pseudomonas aeruginosa	ATCC27853	Au	Spherical	PDT/ACh	Double	Monomer	196.967	10.200	2.540	6.100	2.2	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	1	MBC (uM)	162.46
Pseudomonas aeruginosa	ATCC27853	Au	Spherical	PDT/ACh	Double	Monomer	196.967	10.200	2.540	6.100	2.2	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	1	MBC (uM)	162.46
Pseudomonas aeruginosa	ATCC27853	Au	Spherical	PDT/ACh	Double	Monomer	196.967	10.200	2.540	6.100	2.2	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	1	MBC (uM)	162.46
Pseudomonas aeruginosa	ATCC27853	Au	Spherical	PDT/ACh	Double	Monomer	196.967	10.200	2.540	6.100	2.2	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	1	MBC (uM)	162.46
Pseudomonas aeruginosa	ATCC27853	Au	Spherical	PDT/ACh	Double	Monomer	196.967	10.200	2.540	6.100	2.2	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	1	MBC (uM)	162.46
Pseudomonas aeruginosa	ATCC27853	Au	Spherical	PDT/ACh	Double	Monomer	196.967	10.200	2.540	6.100	2.2	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	1	MBC (uM)	162.46
Pseudomonas aeruginosa	ATCC27853	Au	Spherical	PDT/ACh	Double	Monomer	196.967	10.200	2.540	6.100	2.2	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MBC (uM)	162.46
Pseudomonas aeruginosa	ATCC27853	Au	Spherical	PDT/ACh	Double	Monomer	196.967	10.200	2.540	6.100	2.2	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MBC (uM)	162.46
Pseudomonas aeruginosa	ATCC27853	Au	Spherical	PDT/ACh	Double	Monomer	196.967	10.200	2.540	6.100	2.2	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MBC (uM)	162.46
Pseudomonas aeruginosa	ATCC27853	Au	Spherical	PDT/ACh	Double	Monomer	196.967	10.200	2.540	6.100	2.2	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MBC (uM)	162.46
Pseudomonas aeruginosa	ATCC27853	Au	Spherical	PDT/ACh	Double	Monomer	196.967	10.200	2.540	6.100	2.2	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	1	MBC (uM)	162.46
Pseudomonas aeruginosa	ATCC27853	Au	Spherical	PDT/ACh	Double	Monomer	196.967	10.200	2.540	6.100	2.2	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MBC (uM)	162.46
Pseudomonas aeruginosa	ATCC27853	Au	Spherical	PDT/ACh	Double	Monomer	196.967	10.200	2.540	6.100	2.2	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	1	MBC (uM)	162.46
Pseudomonas aeruginosa	ATCC27853	Au	Spherical	PDT/ACh	Double	Monomer	196.967	10.200	2.540	6.100	2.2	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MBC (uM)	162.46
Pseudomonas aeruginosa	ATCC27853	Au	Spherical	PDT/ACh	Double	Monomer	196.967	10.200	2.540	6.100	2.2	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MBC (uM)	162.46
Pseudomonas aeruginosa	ATCC27853	Au	Spherical	PDT/ACh	Double	Monomer	196.967	10.200	2.540	6.100	2.2	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MBC (uM)	162.46
Pseudomonas aeruginosa	ATCC27853	Au	Spherical	PDT/ACh	Double	Monomer	196.967	10.200	2.540	6.100	2.2	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MBC (uM)	162.46
Pseudomonas aeruginosa	ATCC27853	Au	Spherical	PDT/ACh	Double	Monomer	196.967	10.200	2.540	6.100	2.2	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MBC (uM)	162.46
Pseudomonas aeruginosa	ATCC27853	Au	Spherical	PDT/ACh	Double	Monomer	196.967	10.200	2.540	6.100	2.2	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MBC (uM)	162.46
Pseudomonas aeruginosa	ATCC27853	Au	Spherical	PDT/ACh	Double	Monomer	196.967	10.200	2.540	6.100	2.2	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MBC (uM)	162.46
Staphylococcus aureus	MET-R	Au	Spherical	PDT/Mel	Double	Monomer	196.967	10.200	2.540	6.100	1.8	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MBC (uM)	162.46
Staphylococcus aureus	MET-R	Au	Spherical	PDT/Mel	Double	Monomer	196.967	10.200	2.540	6.100	1.8	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MBC (uM)	162.46
Staphylococcus aureus	MET-R	Au	Spherical	PDT/Mel	Double	Monomer	196.967	10.200	2.540	6.100	1.8	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MBC (uM)	162.46
Staphylococcus aureus	MET-R	Au	Spherical	PDT/Mel	Double	Monomer	196.967	10.200	2.540	6.100	1.8	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MBC (uM)	162.46
Staphylococcus aureus	MET-R	Au	Spherical	PDT/Mel	Double	Monomer	196.967	10.200	2.540	6.100	1.8	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MBC (uM)	162.46
Staphylococcus aureus	MET-R	Au	Spherical	PDT/Mel	Double	Monomer	196.967	10.200	2.540	6.100	1.8	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MBC (uM)	162.46
Staphylococcus aureus	MET-R	Au	Spherical	PDT/Mel	Double	Monomer	196.967	10.200	2.540	6.100	1.8	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MBC (uM)	162.46
Staphylococcus aureus	MET-R	Au	Spherical	PDT/Mel	Double	Monomer	196.967	10.200	2.540	6.100	1.8	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MBC (uM)	162.46
Staphylococcus aureus	MET-R	Au	Spherical	PDT/Mel	Double	Monomer	196.967	10.200	2.540	6.100	1.8	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MBC (uM)	162.46
Staphylococcus aureus	MET-R	Au	Spherical	PDT/Mel	Double	Monomer	196.967	10.200	2.540	6.100	1.8	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MBC (uM)	162.46
Pseudomonas aeruginosa	MDR	Au	Spherical	PDT	Single	Monomer	196.967	10.200	2.540	6.100	3.2	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MBC (uM)	162.46
Pseudomonas aeruginosa	MDR	Au	Spherical	PDT	Single	Monomer	196.967	10.200	2.540	6.100	3.2	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	1	MBC (uM)	162.46
Pseudomonas aeruginosa	MDR	Au	Spherical	PDT	Single	Monomer	196.967	10.200	2.540	6.100	3.2	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	1	MBC (uM)	162.46
Pseudomonas aeruginosa	MDR	Au	Spherical	PDT	Single	Monomer	196.967	10.200	2.540	6.100	3.2	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	1	MBC (uM)	162.46
Pseudomonas aeruginosa	MDR	Au	Spherical	PDT	Single	Monomer	196.967	10.200	2.540	6.100	3.2	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	1	MBC (uM)	162.46
Pseudomonas aeruginosa	MDR	Au	Spherical	PDT	Single	Monomer	196.967	10.200	2.540	6.100	3.2	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MBC (uM)	162.46
Pseudomonas aeruginosa	MDR	Au	Spherical	PDT	Single	Monomer	196.967	10.200	2.540	6.100	3.2	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MBC (uM)	162.46
Pseudomonas aeruginosa	MDR	Au	Spherical	PDT	Single	Monomer	196.967	10.200	2.540	6.100	3.2	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	1	MBC (uM)	162.46
Pseudomonas aeruginosa	MDR	Au	Spherical	PDT	Single	Monomer	196.967	10.200	2.540	6.100	3.2	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MBC (uM)	162.46
Pseudomonas aeruginosa	MDR	Au	Spherical	PDT	Single	Monomer	196.967	10.200	2.540	6.100	3.2	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	1	MBC (uM)	162.46
Pseudomonas aeruginosa	MDR	Au	Spherical	PDT	Single	Monomer	196.967	10.200	2.540	6.100	3.2	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	1	MBC (uM)	162.46
Pseudomonas aeruginosa	MDR	Au	Spherical	PDT	Single	Monomer	196.967	10.200	2.540	6.100	3.2	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	1	MBC (uM)	162.46
Pseudomonas aeruginosa	MDR	Au	Spherical	PDT	Single	Monomer	196.967	10.200	2.540	6.100	3.2	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MBC (uM)	162.46
Pseudomonas aeruginosa	MDR	Au	Spherical	PDT	Single	Monomer	196.967	10.200	2.540	6.100	3.2	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MBC (uM)	162.46
Pseudomonas aeruginosa	MDR	Au	Spherical	PDT	Single	Monomer	196.967	10.200	2.540	6.100	3.2	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MBC (uM)	162.46
Pseudomonas aeruginosa	MDR	Au	Spherical	PDT	Single	Monomer	196.967	10.200	2.540	6.100	3.2	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MBC (uM)	162.46
Pseudomonas aeruginosa	MDR	Au	Spherical	PDT	Single	Monomer	196.967	10.200	2.540	6.100	3.2	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MBC (uM)	162.46
Pseudomonas aeruginosa	MDR	Au	Spherical	PDT	Single	Monomer	196.967	10.200	2.540	6.100	3.2	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MBC (uM)	162.46
Pseudomonas aeruginosa	MDR	Au	Spherical	PDT	Single	Monomer	196.967	10.200	2.540	6.100	3.2	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MBC (uM)	162.46
Escherichia coli	MDR	Au	Spherical	PDT	Single	Monomer	196.967	10.200	2.540	6.100	3.2	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	1	MBC (uM)	162.46
Escherichia coli	MDR	Au	Spherical	PDT	Single	Monomer	196.967	10.200	2.540	6.100	3.2	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	1	MBC (uM)	162.46
Escherichia coli	MDR	Au	Spherical	PDT	Single	Monomer	196.967	10.200	2.540	6.100	3.2	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	1	MBC (uM)	162.46
Escherichia coli	MDR	Au	Spherical	PDT	Single	Monomer	196.967	10.200	2.540	6.100	3.2	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	1	MBC (uM)	162.46
Escherichia coli	MDR	Au	Spherical	PDT	Single	Monomer	196.967	10.200	2.540	6.100	3.2	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MBC (uM)	162.46
Escherichia coli	MDR	Au	Spherical	PDT	Single	Monomer	196.967	10.200	2.540	6.100	3.2	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MBC (uM)	162.46
Escherichia coli	MDR	Au	Spherical	PDT	Single	Monomer	196.967	10.200	2.540	6.100	3.2	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MBC (uM)	162.46
Escherichia coli	MDR	Au	Spherical	PDT	Single	Monomer	196.967	10.200	2.540	6.100	3.2	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MBC (uM)	162.46
Escherichia coli	MDR	Au	Spherical	PDT	Single	Monomer	196.967	10.200	2.540	6.100	3.2	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MBC (uM)	162.46
Escherichia coli	MDR	Au	Spherical	PDT	Single	Monomer	196.967	10.200	2.540	6.100	3.2	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MBC (uM)	162.46
Escherichia coli	MDR	Au	Spherical	PDT	Single	Monomer	196.967	10.200	2.540	6.100	3.2	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MBC (uM)	162.46
Escherichia coli	MDR	Au	Spherical	PDT	Single	Monomer	196.967	10.200	2.540	6.100	3.2	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MBC (uM)	162.46
Escherichia coli	MDR	Au	Spherical	PDT	Single	Monomer	196.967	10.200	2.540	6.100	3.2	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MBC (uM)	162.46
Escherichia coli	MDR	Au	Spherical	PDT	Single	Monomer	196.967	10.200	2.540	6.100	3.2	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MBC (uM)	162.46
Escherichia coli	MDR	Au	Spherical	PDT	Single	Monomer	196.967	10.200	2.540	6.100	3.2	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	1	MBC (uM)	162.46
Escherichia coli	MDR	Au	Spherical	PDT	Single	Monomer	196.967	10.200	2.540	6.100	3.2	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MBC (uM)	162.46
Escherichia coli	MDR	Au	Spherical	PDT	Single	Monomer	196.967	10.200	2.540	6.100	3.2	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	1	MBC (uM)	162.46
Escherichia coli	MDR	Au	Spherical	PDT	Single	Monomer	196.967	10.200	2.540	6.100	3.2	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MBC (uM)	162.46
Escherichia coli	MDR	Au	Spherical	PDT	Single	Monomer	196.967	10.200	2.540	6.100	3.2	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MBC (uM)	162.46
Escherichia coli	MDR	Au	Spherical	PDT	Single	Monomer	196.967	10.200	2.540	6.100	3.2	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MBC (uM)	162.46
Escherichia coli	MDR	Au	Spherical	PDT	Single	Monomer	196.967	10.200	2.540	6.100	3.2	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MBC (uM)	162.46
Escherichia coli	MDR	Au	Spherical	PDT	Single	Monomer	196.967	10.200	2.540	6.100	3.2	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MBC (uM)	162.46
Escherichia coli	MDR	Au	Spherical	PDT	Single	Monomer	196.967	10.200	2.540	6.100	3.2	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MBC (uM)	162.46
Escherichia coli	MDR	Au	Spherical	PDT	Single	Monomer	196.967	10.200	2.540	6.100	3.2	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	1	MBC (uM)	162.46
Escherichia coli	MDR	Au	Spherical	PDT	Single	Monomer	196.967	10.200	2.540	6.100	3.2	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	1	MBC (uM)	162.46
Escherichia coli	MDR	Au	Spherical	PDT	Single	Monomer	196.967	10.200	2.540	6.100	3.2	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MBC (uM)	162.46
Escherichia coli	MDR	Au	Spherical	PDT	Single	Monomer	196.967	10.200	2.540	6.100	3.2	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MBC (uM)	162.46
Escherichia coli	MDR	Au	Spherical	PDT	Single	Monomer	196.967	10.200	2.540	6.100	3.2	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MBC (uM)	162.46
Pseudomonas aeruginosa	ATCC27853	Au	Spherical	PDT	Single	Monomer	196.967	10.200	2.540	6.100	3.2	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	1	MBC (uM)	162.46
Pseudomonas aeruginosa	ATCC27853	Au	Spherical	PDT	Single	Monomer	196.967	10.200	2.540	6.100	3.2	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	1	MBC (uM)	162.46
Pseudomonas aeruginosa	ATCC27853	Au	Spherical	PDT	Single	Monomer	196.967	10.200	2.540	6.100	3.2	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	1	MBC (uM)	162.46
Pseudomonas aeruginosa	ATCC27853	Au	Spherical	PDT	Single	Monomer	196.967	10.200	2.540	6.100	3.2	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	1	MBC (uM)	162.46
Pseudomonas aeruginosa	ATCC27853	Au	Spherical	PDT	Single	Monomer	196.967	10.200	2.540	6.100	3.2	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MBC (uM)	162.46
Pseudomonas aeruginosa	ATCC27853	Au	Spherical	PDT	Single	Monomer	196.967	10.200	2.540	6.100	3.2	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	1	MBC (uM)	162.46
Pseudomonas aeruginosa	ATCC27853	Au	Spherical	PDT	Single	Monomer	196.967	10.200	2.540	6.100	3.2	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	1	MBC (uM)	162.46
Pseudomonas aeruginosa	ATCC27853	Au	Spherical	PDT	Single	Monomer	196.967	10.200	2.540	6.100	3.2	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MBC (uM)	162.46
